weight,age_group,sex,province,visibile_minority,family_income,main_activity,likely_future_edu,desired_future_edu,obstacles,obstacles_future_edu
2468.0521,25 to 34 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
1421.5204,15 to 24 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
2505.0858,35 to 44 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Takes too long
5251.5985,45 to 54 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
5662.6611,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
190.9944,25 to 34 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
2447.8953,25 to 34 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,Other,Other,No,"NA"
1062.4289,15 to 24 years,Female,Manitoba,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2887.2691,15 to 24 years,Female,Ontario,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
1851.3896,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1131.3399,15 to 24 years,Female,British Columbia,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2498.7991,15 to 24 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2595.2462,15 to 24 years,Female,Quebec,Visible minority,"$100,000 to $124,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
5400.5749,25 to 34 years,Male,Quebec,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1564.1182,45 to 54 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
207.0305,35 to 44 years,Male,Newfoundland and Labroador,"NA","Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
3885.4769,25 to 34 years,Female,Quebec,Visible minority,"$25,000 to $49,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,Yes,Caring for own children
689.8709,25 to 34 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
5553.5657,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
341.1876,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2698.3083,25 to 34 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
3995.0101,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
5394.432,15 to 24 years,Female,British Columbia,Don't know,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
4435.0472,25 to 34 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...",Ph.D. (university-earned doctorate),Yes,Financial situation
7818.3897,25 to 34 years,Male,British Columbia,Visible minority,"Less than $25,000",Going to school,"NA","NA","NA","NA"
5101.1023,15 to 24 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,University Master's degree,No,"NA"
1597.955,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$100,000 to $124,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3825.0977,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
396.552,15 to 24 years,Female,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1330.7358,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$50,000 to $74,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,College or CEGEP,No,"NA"
9400.3973,15 to 24 years,Male,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Other - Specify
4152.0907,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,High school diploma or graduation equivalency,Yes,Other - Specify
2035.6948,15 to 24 years,Female,Alberta,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1021.9497,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
2776.7839,15 to 24 years,Female,Manitoba,"NA","$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3077.0386,15 to 24 years,Male,Quebec,Visible minority,"$25,000 to $49,999",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
2107.3298,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
1269.8483,25 to 34 years,Female,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
4309.7226,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
507.9047,25 to 34 years,Female,Nova Scotia,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Other - Specify
182.3347,35 to 44 years,Female,Newfoundland and Labroador,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,"University first professional degree, such as medicine, d...",Yes,Financial situation
1379.6874,15 to 24 years,Female,Saskatchewan,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3288.4433,25 to 34 years,Male,Alberta,Visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
3325.7262,15 to 24 years,Male,Ontario,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
2266.552,15 to 24 years,Female,British Columbia,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,College or CEGEP,No,"NA"
4639.9596,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
4174.5594,15 to 24 years,Female,Quebec,Visible minority,"$125,000 or more",Going to school,Non-college/Private/Commercial Certificate/Diploma,"NA",No,"NA"
3040.41,25 to 34 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,University bachelor's degree,Yes,Financial situation
608.9755,15 to 24 years,Male,Newfoundland and Labroador,"NA","Less than $25,000",Going to school,College or CEGEP,University bachelor's degree,No,"NA"
7409.6277,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
973.5699,15 to 24 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1876.3071,15 to 24 years,Female,New Brunswick,Not a visible minority,"$125,000 or more",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
341.8876,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3237.2806,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
1618.9317,15 to 24 years,Female,Manitoba,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
5156.1109,15 to 24 years,Male,Alberta,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
670.2962,15 to 24 years,Female,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
1789.9058,15 to 24 years,Female,British Columbia,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
789.9445,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
499.4749,15 to 24 years,Male,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
6025.6758,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),Don't know,"NA"
682.4175,25 to 34 years,Male,Saskatchewan,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4180.6942,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,College or CEGEP,Yes,Takes too long
2242.9224,45 to 54 years,Male,Alberta,Not a visible minority,"$100,000 to $124,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,Yes,Financial situation
799.9317,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University bachelor's degree,Yes,Financial situation
396.117,25 to 34 years,Female,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
9842.8434,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
1793.1432,15 to 24 years,Female,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
359.4132,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
1928.6603,15 to 24 years,Female,Manitoba,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,No,"NA"
2781.6479,25 to 34 years,Male,Alberta,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
3939.9927,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
9320.5586,15 to 24 years,Male,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,"University first professional degree, such as medicine, d...",Yes,Financial situation
618.3708,15 to 24 years,Male,Manitoba,Not a visible minority,"$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3428.5626,15 to 24 years,Female,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
6104.6909,15 to 24 years,Female,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
3708.1704,15 to 24 years,Female,Ontario,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
4732.3583,15 to 24 years,Female,Ontario,Visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,No,"NA"
2067.281,15 to 24 years,Female,Manitoba,Not a visible minority,"$125,000 or more",Going to school,High school diploma or graduation equivalency,"University first professional degree, such as medicine, d...",No,"NA"
2566.7658,35 to 44 years,Male,Alberta,"NA","$25,000 to $49,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,College or CEGEP,Yes,Financial situation
2021.9438,15 to 24 years,Female,Manitoba,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
230.4419,25 to 34 years,Female,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
6545.7183000000005,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,Yes,Takes too long
449.7584,55 to 64 years,Female,Nova Scotia,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
1510.3199,15 to 24 years,Male,New Brunswick,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
2272.2167,15 to 24 years,Male,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
7159.885,15 to 24 years,Female,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
5125.1141,15 to 24 years,Male,Ontario,Visible minority,"$75,000 to $99,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
405.2387,15 to 24 years,Female,Prince Edward Island,"NA","Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
406.2785,25 to 34 years,Female,Saskatchewan,Visible minority,"$25,000 to $49,999",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,Yes,Financial situation
1206.8903,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,High school diploma or graduation equivalency,Yes,Financial situation
3427.9186,15 to 24 years,Female,Alberta,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,"NA",No,"NA"
427.9363,15 to 24 years,Male,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,Yes,Personal health
1199.0101,15 to 24 years,Male,Manitoba,Visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
8282.9337,15 to 24 years,Female,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
1461.3832,15 to 24 years,Male,British Columbia,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
757.78510000000006,15 to 24 years,Female,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
5635.6758,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
299.2213,25 to 34 years,Male,Nova Scotia,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
2277.7874,15 to 24 years,Male,Alberta,Visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
2710.9076,15 to 24 years,Female,Alberta,Visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
312.753,55 to 64 years,Female,New Brunswick,Not a visible minority,"Less than $25,000",Going to school,"University first professional degree, such as medicine, d...",University Master's degree,Yes,Financial situation
1111.3027,15 to 24 years,Male,New Brunswick,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3630.0358,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
1011.8224,15 to 24 years,Male,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
6397.1677,15 to 24 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,College or CEGEP,No,"NA"
4807.933,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
1200.5848,15 to 24 years,Male,Manitoba,Visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
2746.4657,25 to 34 years,Female,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
2841.3105,15 to 24 years,Male,Quebec,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
754.9377,15 to 24 years,Female,New Brunswick,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
2858.7316,15 to 24 years,Female,Quebec,Not a visible minority,"$50,000 to $74,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5128.793,45 to 54 years,Male,Ontario,Visible minority,"$50,000 to $74,999",Going to school,"NA","NA","NA","NA"
604.4093,15 to 24 years,Male,Manitoba,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,No,"NA"
7088.6289,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,Non-college/Private/Commercial Certificate/Diploma,Non-college/Private/Commercial Certificate/Diploma,No,"NA"
176.7789,25 to 34 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University bachelor's degree,Yes,Financial situation
671.077,25 to 34 years,Female,Manitoba,Not a visible minority,"Less than $25,000",Going to school,College or CEGEP,College or CEGEP,Yes,Financial situation
9692.4294,25 to 34 years,Male,Quebec,Visible minority,"$75,000 to $99,999",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
517.4376,15 to 24 years,Female,Newfoundland and Labroador,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,Don't know,"NA"
5338.2352,15 to 24 years,Male,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
4746.0288,15 to 24 years,Female,Ontario,Visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
7142.2959,15 to 24 years,Female,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,University Master's degree,No,"NA"
2918.7193,15 to 24 years,Female,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
4401.0034,15 to 24 years,Male,Ontario,Visible minority,"$75,000 to $99,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Not able to get into program
3345.3902,15 to 24 years,Male,Quebec,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
3704.2681,15 to 24 years,Female,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
444.7657,15 to 24 years,Female,Saskatchewan,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
1025.3998,15 to 24 years,Male,Manitoba,Visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
522.4992,15 to 24 years,Male,Prince Edward Island,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1146.1301,15 to 24 years,Male,Saskatchewan,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
672.4995,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
4912.3875,15 to 24 years,Female,Quebec,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
675.79,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4859.6173,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
6937.6798,15 to 24 years,Male,Alberta,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
5125.8456,15 to 24 years,Male,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
343.0565,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",No,"NA"
900.9879,15 to 24 years,Male,Prince Edward Island,Not a visible minority,"$100,000 to $124,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
2579.8702,15 to 24 years,Female,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
535.2427,15 to 24 years,Male,New Brunswick,Not a visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
3321.6137,15 to 24 years,Male,Ontario,"NA","$75,000 to $99,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
5652.1677,15 to 24 years,Female,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
6174.7867,15 to 24 years,Female,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Not able to get into program
2832.3139,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
1740.7656,15 to 24 years,Male,Quebec,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
2187.5161,15 to 24 years,Female,Ontario,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
3296.7382,25 to 34 years,Female,Quebec,Visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
3478.662,15 to 24 years,Male,Quebec,Visible minority,"$75,000 to $99,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),No,"NA"
2288.5911,25 to 34 years,Male,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
881.94,25 to 34 years,Male,Nova Scotia,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
16481.8529,15 to 24 years,Male,Ontario,Visible minority,"$25,000 to $49,999",Going to school,College or CEGEP,College or CEGEP,No,"NA"
6115.6039,15 to 24 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,High school diploma or graduation equivalency,"NA",No,"NA"
2060.6252,25 to 34 years,Male,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4655.0401,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1684.7863,15 to 24 years,Male,Manitoba,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University bachelor's degree,No,"NA"
406.3248,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
883.6942,15 to 24 years,Male,Manitoba,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,University Master's degree,No,"NA"
8224.8487,15 to 24 years,Female,Ontario,Not a visible minority,"$100,000 to $124,999",Going to school,"University first professional degree, such as medicine, d...","University first professional degree, such as medicine, d...",Yes,Financial situation
7827.888,15 to 24 years,Male,Quebec,Not a visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1565.6574,15 to 24 years,Male,British Columbia,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University Master's degree,No,"NA"
402.3323,15 to 24 years,Female,Saskatchewan,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,Ph.D. (university-earned doctorate),No,"NA"
1764.8238,15 to 24 years,Male,Quebec,Visible minority,"Less than $25,000",Going to school,University Master's degree,University Master's degree,No,"NA"
3691.4614,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,College or CEGEP,College or CEGEP,No,"NA"
1923.7002,15 to 24 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University Master's degree,No,"NA"
5785.8892,15 to 24 years,Female,British Columbia,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
2123.178,15 to 24 years,Female,Quebec,Visible minority,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1420.6569,35 to 44 years,Female,Alberta,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
1637.0911,15 to 24 years,Female,British Columbia,Not a visible minority,"$25,000 to $49,999",Going to school,University bachelor's degree,University Master's degree,Yes,Financial situation
3684.2906,15 to 24 years,Female,Quebec,Not a visible minority,"$100,000 to $124,999",Going to school,Non-college/Private/Commercial Certificate/Diploma,University bachelor's degree,Yes,Takes too long
1819.9184,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1819.7576,15 to 24 years,Male,Ontario,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
438.7312,15 to 24 years,Female,Newfoundland and Labroador,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University Master's degree,No,"NA"
1330.7109,25 to 34 years,Female,Quebec,Not a visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
1462.1576,15 to 24 years,Male,British Columbia,Not a visible minority,"$75,000 to $99,999",Going to school,University Master's degree,"NA",Yes,Financial situation
1616.7331,15 to 24 years,Male,Nova Scotia,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
5440.334,15 to 24 years,Male,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,"NA","NA",No,"NA"
986.3937,15 to 24 years,Male,New Brunswick,Not a visible minority,"$100,000 to $124,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1985.45,15 to 24 years,Male,Ontario,Not a visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,Yes,Financial situation
726.3841,45 to 54 years,Male,Ontario,Visible minority,"Less than $25,000",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),Yes,Financial situation
1156.8137,15 to 24 years,Female,Nova Scotia,Not a visible minority,"$125,000 or more",Going to school,Ph.D. (university-earned doctorate),Ph.D. (university-earned doctorate),No,"NA"
5214.9861,15 to 24 years,Male,Ontario,Visible minority,"$50,000 to $74,999",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
3206.6881,25 to 34 years,Male,Quebec,Visible minority,"Less than $25,000",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
8839.189,15 to 24 years,Male,British Columbia,Visible minority,"$50,000 to $74,999",Going to school,University Master's degree,University Master's degree,No,"NA"
3133.9025,25 to 34 years,Female,Quebec,Not a visible minority,"$75,000 to $99,999",Going to school,University bachelor's degree,University bachelor's degree,Yes,Financial situation
6872.4745,25 to 34 years,Female,Quebec,Visible minority,"$100,000 to $124,999",Going to school,University Master's degree,University Master's degree,No,"NA"
8518.4996,15 to 24 years,Female,Ontario,Not a visible minority,"$125,000 or more",Going to school,University Master's degree,Ph.D. (university-earned doctorate),Yes,Financial situation
3702.2469,15 to 24 years,Male,Ontario,Not a visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
4651.708,15 to 24 years,Male,Ontario,Visible minority,"$125,000 or more",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
1232.2894,15 to 24 years,Male,British Columbia,Don't know,"Less than $25,000",Going to school,University bachelor's degree,University bachelor's degree,No,"NA"
